Date Watched,Netflix_Title,Title,catalog_title,corrected_type,director,country,listed_in,duration,rating,release_year,match_method,match_score,is_technical_asset_title
2020-03-25 13:07:16,Family Guy: Saison 17: Les arnacœurs (Épisode 8),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-25 13:01:12,Family Guy: Saison 17: Les jeux Griffiniques (Épisode 7),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-25 13:00:35,Vampires: Saison 1: Une lycéenne comme les autres (Épisode 1),Vampires,Vampires,TV Show,,France,"International TV Shows, TV Dramas, TV Horror",1 Season,TV-MA,2020.0,exact,,False
2020-03-25 12:58:38,Le Chaperon rouge,Le Chaperon rouge,,Movie,,,,,,,unmatched,,False
2020-03-25 12:57:51,100 Humans: Saison 1: À chacun sa beauté (Épisode 1),100 Humans,100 Humans,TV Show,,United States,"Docuseries, Science & Nature TV",1 Season,TV-14,2020.0,exact,,False
2020-03-24 21:12:48,Food Wars: Food Wars!: Shokugeki no Soma: L'Homme qu'on surnommait le démon (Épisode 15),Food Wars,Food Wars,TV Show,Directeur Inconnu,Japon,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 21:04:04,Food Wars: Food Wars!: Shokugeki no Soma: Métamorphose (Épisode 14),Food Wars,Food Wars,TV Show,Directeur Inconnu,Japon,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 20:53:59,Food Wars: Food Wars!: Shokugeki no Soma: Les œufs de l'aube (Épisode 13),Food Wars,Food Wars,TV Show,Directeur Inconnu,Japon,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 20:40:54,Food Wars: Food Wars!: Shokugeki no Soma: Mémoires dun plat (Épisode 12),Food Wars,Food Wars,TV Show,Directeur Inconnu,Japon,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 20:24:10,Food Wars: Food Wars!: Shokugeki no Soma: Le Magicien venu de l'Est (Épisode 11),Food Wars,Food Wars,TV Show,Directeur Inconnu,Japon,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 20:12:40,Food Wars: Food Wars!: Shokugeki no Soma: La Splendeur cachée des montagnes (Épisode 9),Food Wars,Food Wars,TV Show,Directeur Inconnu,Japon,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 20:03:01,Food Wars: Food Wars!: Shokugeki no Soma: Donburi paisible et donburi enflammé (Épisode 7),Food Wars,Food Wars,TV Show,Directeur Inconnu,Japon,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 19:52:43,Food Wars: Food Wars!: Shokugeki no Soma: Reine de glace et ouragan printanier (Épisode 5),Food Wars,Food Wars,TV Show,Directeur Inconnu,Japon,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 19:44:32,Food Wars: Food Wars!: Shokugeki no Soma: Le Chef qui ne sourit pas (Épisode 3),Food Wars,Food Wars,TV Show,Directeur Inconnu,Japon,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 19:31:33,Food Wars: Food Wars!: Shokugeki no Soma: Le Palais divin (Épisode 2),Food Wars,Food Wars,TV Show,Directeur Inconnu,Japon,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 19:11:18,Food Wars: Food Wars!: Shokugeki no Soma: Un Désert sans fin (Épisode 1),Food Wars,Food Wars,TV Show,Directeur Inconnu,Japon,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 18:14:02,Family Guy: Saison 17: Les jeux Griffiniques (Épisode 7),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 17:53:24,Family Guy: Saison 17: Tous avec Meg (Épisode 6),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 17:32:46,Family Guy: Saison 17: À propos de Carter (Épisode 5),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 17:11:55,"Family Guy: Saison 17: Papa, Maman, j'ai rétréci le chien (Épisode 4)",Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 16:51:17,Family Guy: Saison 17: Mon copain Stewie (Épisode 3),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 16:30:38,Family Guy: Saison 17: Une vie de chien (Épisode 2),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 16:09:56,"Family Guy: Saison 17: Mariés, un cancer (Épisode 1)",Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 15:49:12,Family Guy: Saison 16: Dieu est amour (Épisode 20),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 15:28:32,Family Guy: Saison 16: L'amputation (Épisode 19),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 15:07:55,Family Guy: Saison 16: HTTPeter (Épisode 18),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 14:46:42,Family Guy: Saison 16: L'étrange échange (Épisode 17),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 14:26:00,Family Guy: Saison 16: La rétrospective (Épisode 16),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 14:05:18,Family Guy: Saison 16: Les enfoirés de Wall Street (Épisode 15),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 13:44:10,Family Guy: Saison 16: Le vétéran (Épisode 14),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 13:23:00,Family Guy: Saison 16: V comme mystère (Épisode 13),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 12:58:25,Family Guy: Saison 16: Faites donc entrer Stewie (Épisode 12),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 12:37:13,Family Guy: Saison 16: Comme chien et ours (Épisode 11),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 12:30:12,Family Guy: Saison 16: Chienne de vie (Épisode 10),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 12:09:27,Family Guy: Saison 16: Les esprits de Noël (Épisode 9),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 11:48:43,Family Guy: Saison 16: Meg-a-cuite (Épisode 8),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 11:28:02,Family Guy: Saison 16: Peter 4 (Épisode 7),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 11:07:23,Family Guy: Saison 16: L'appartement 23 (Épisode 6),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 10:45:45,Family Guy: Saison 16: Les trois réalisateurs (Épisode 5),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 10:44:48,Family Guy: Saison 16: Suivez l'argent (Épisode 4),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 10:24:10,Family Guy: Saison 16: La nounou surprise (Épisode 3),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 10:03:30,Family Guy: Saison 16: Le loup dans la camaraderie (Épisode 2),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-24 09:47:43,Family Guy: Saison 16: L'épisode spécial Emmy (Épisode 1),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 21:08:59,Family Guy: Saison 16: L'épisode spécial Emmy (Épisode 1),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 21:07:15,Family Guy: Saison 15: La déportation (Épisode 20),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 20:45:40,Family Guy: Saison 15: La semence (Épisode 19),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 20:15:23,Family Guy: Saison 15: Le proviseur improvisé (Épisode 18),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 19:53:05,Family Guy: Saison 15: La fugue (Épisode 17),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 19:31:09,Family Guy: Saison 15: Le gros tas (Épisode 16),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 16:28:32,Family Guy: Saison 14: La sœur de Peter (Épisode 6),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 16:07:52,"Family Guy: Saison 14: Peter, Chris et Brian (Épisode 5)",Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 15:46:45,Family Guy: Saison 14: Activité Peternormale (Épisode 4),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 15:46:34,Family Guy: Saison 14: Amitié robotisée (Épisode 3),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 15:34:26,Family Guy: Saison 14: Amitié robotisée (Épisode 3),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 15:10:39,Family Guy: Saison 14: Le père au fils roulant (Épisode 2),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 14:49:58,Family Guy: Saison 14: La surprise du chef (Épisode 1),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 14:29:15,Family Guy: Saison 13: Thérapie souple (Épisode 19),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 14:08:30,Family Guy: Saison 13: Génération Griffin (Épisode 18),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 13:47:51,Family Guy: Saison 13: Mise en boîte (Épisode 17),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 13:27:13,Family Guy: Saison 13: Des soumis et des pommes (Épisode 16),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 13:06:06,Family Guy: Saison 13: Prise de risques (Épisode 15),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 13:05:53,Family Guy: Saison 13: Le chéri de ces dames (Épisode 14),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 12:20:34,Family Guy: Saison 13: Le chéri de ces dames (Épisode 14),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 11:59:53,Family Guy: Saison 13: Stewhybride (Épisode 13),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 11:38:49,Family Guy: Saison 13: La grande encyclopédie (Épisode 12),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 11:18:11,Family Guy: Saison 13: Mère et fils (Épisode 11),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 10:57:30,Family Guy: Saison 13: Meg prend son pied (Épisode 10),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 10:36:44,Family Guy: Saison 13: Brian n'est pas brillant (Épisode 9),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 10:16:05,Family Guy: Saison 13: Sale temps pour Chris Griffin (Épisode 8),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 09:55:33,"Family Guy: Saison 13: 2000 ans, toujours puceau (Épisode 7)",Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 09:34:20,Family Guy: Saison 13: Les dindons de la garce (Épisode 6),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 09:04:04,Family Guy: Saison 13: Dent pour dent (Épisode 5),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 08:42:56,Family Guy: Saison 13: Business gâteaux (Épisode 4),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 07:11:26,Family Guy: Saison 13: La course au livre (Épisode 3),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 06:50:18,Family Guy: Saison 13: Les Grifson : 2e saison (Épisode 2),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-23 06:38:58,Family Guy: Saison 13: Les Grifson : 1re saison (Épisode 1),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-22 15:06:17,Family Guy: Saison 17: La nouvelle star d'Internet (Épisode 20),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-22 14:45:39,Family Guy: Saison 17: Le lycée Adam West (Épisode 19),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-22 14:24:28,Family Guy: Saison 17: Jetez-moi tout ça ! (Épisode 18),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-22 14:08:23,Family Guy: Saison 17: Instinct paternel (Épisode 16),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-22 13:47:41,Family Guy: Saison 17: Peter fait un régime (Épisode 15),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-22 13:27:02,Family Guy: Saison 17: Sale île en mer (Épisode 14),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-22 13:06:25,Family Guy: Saison 17: Grs trans (Épisode 13),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-22 12:45:39,Family Guy: Saison 17: Chientelligence artificielle (Épisode 12),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-22 12:24:57,Family Guy: Saison 17: Les Griffin à la Maison-Blanche (Épisode 11),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-22 12:04:15,Family Guy: Saison 17: Cinquante nuances de blanc (Épisode 10),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-22 11:43:08,Family Guy: Saison 17: Pawtucket Pete (Épisode 9),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-22 09:27:34,Family Guy: Saison 17: Les arnacœurs (Épisode 8),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-22 09:06:53,Family Guy: Saison 17: Les jeux Griffiniques (Épisode 7),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-22 08:44:31,Family Guy: Saison 17: Tous avec Meg (Épisode 6),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-22 08:23:53,Family Guy: Saison 17: À propos de Carter (Épisode 5),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-22 08:03:13,"Family Guy: Saison 17: Papa, Maman, j'ai rétréci le chien (Épisode 4)",Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-22 07:53:37,Family Guy: Saison 17: Mon copain Stewie (Épisode 3),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 19:41:01,Family Guy: Saison 17: Mon copain Stewie (Épisode 3),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 19:20:22,Family Guy: Saison 17: Une vie de chien (Épisode 2),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 19:12:29,"Family Guy: Saison 17: Mariés, un cancer (Épisode 1)",Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 19:04:55,"Family Guy: Saison 17: Mariés, un cancer (Épisode 1)",Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 18:55:51,"Family Guy: Saison 17: Mariés, un cancer (Épisode 1)",Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 17:55:06,"Family Guy: Saison 17: Mariés, un cancer (Épisode 1)",Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 17:34:31,Family Guy: Saison 16: Dieu est amour (Épisode 20),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 17:13:39,Family Guy: Saison 16: L'amputation (Épisode 19),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 16:53:01,Family Guy: Saison 16: HTTPeter (Épisode 18),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 16:32:20,Family Guy: Saison 16: L'étrange échange (Épisode 17),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 16:11:04,Family Guy: Saison 16: La rétrospective (Épisode 16),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 15:50:24,Family Guy: Saison 16: Les enfoirés de Wall Street (Épisode 15),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 15:29:41,Family Guy: Saison 16: Le vétéran (Épisode 14),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 15:08:30,Family Guy: Saison 16: V comme mystère (Épisode 13),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 13:46:32,Family Guy: Saison 16: Faites donc entrer Stewie (Épisode 12),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 13:25:51,Family Guy: Saison 16: Comme chien et ours (Épisode 11),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 13:04:39,Family Guy: Saison 16: Chienne de vie (Épisode 10),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 11:31:33,Family Guy: Saison 16: Les esprits de Noël (Épisode 9),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 11:10:51,Family Guy: Saison 16: Meg-a-cuite (Épisode 8),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 10:50:04,Family Guy: Saison 16: Peter 4 (Épisode 7),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 10:29:25,Family Guy: Saison 16: L'appartement 23 (Épisode 6),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 10:08:17,Family Guy: Saison 16: Les trois réalisateurs (Épisode 5),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 09:46:57,Family Guy: Saison 16: Suivez l'argent (Épisode 4),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 09:26:20,Family Guy: Saison 16: La nounou surprise (Épisode 3),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 09:05:38,Family Guy: Saison 16: Le loup dans la camaraderie (Épisode 2),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 08:44:49,Family Guy: Saison 16: L'épisode spécial Emmy (Épisode 1),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 08:24:04,Family Guy: Saison 15: La déportation (Épisode 20),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 08:20:00,Family Guy: Saison 15: La semence (Épisode 19),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 07:51:31,Family Guy: Saison 15: Le proviseur improvisé (Épisode 18),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 07:30:12,Family Guy: Saison 15: La fugue (Épisode 17),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-21 07:18:43,Family Guy: Saison 15: Le gros tas (Épisode 16),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-20 22:22:44,Family Guy: Saison 15: Le gros tas (Épisode 16),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-20 22:01:32,Family Guy: Saison 15: Le flic et la commotion (Épisode 15),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-20 21:39:36,Family Guy: Saison 15: L'appli de rencontre (Épisode 14),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-20 21:38:50,Family Guy: Saison 14: Sur la route de l'Inde (Épisode 20),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-20 21:38:46,"Family Guy: Saison 14: Cours, Chris, cours (Épisode 19)",Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-20 21:28:13,Family Guy: Saison 14: Les nouvelles aventures du bon vieux Tom (Épisode 18),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-20 21:28:01,Family Guy: Saison 14: La postière (Épisode 17),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-20 21:24:46,Family Guy: Saison 14: La postière (Épisode 17),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-20 21:03:28,Family Guy: Saison 14: Coup chien (Épisode 16),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-20 20:40:01,Family Guy: Saison 14: Ce qui se passe au grenier... (Épisode 15),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-20 20:17:09,Family Guy: Saison 14: La loi Peter (Épisode 14),Family Guy,Family Guy,TV Show,Directeur Inconnu,USA,"Drama, Action",1 Season,TV-14,2015.0,exact,,False
2020-03-20 13:20:31,Le Voyage de Chihiro,Le Voyage de Chihiro,,Movie,,,,,,,unmatched,,False
2020-03-20 13:20:18,Princesse Mononoké,Princesse Mononoké,,Movie,,,,,,,unmatched,,False
